"","plot.UID","date","index_name","mean_value","median_value","plot_size_px","plot_size_ratio"
"1","SPC0001","2022-05-27T00:00:00","NDVIred650",0.684834437852498,0.838219913624774,391,0.664965986394558
"2","SPC0002","2022-05-27T00:00:00","NDVIred650",0.756797807260314,0.853955807468035,391,0.664965986394558
"3","SPC0003","2022-05-27T00:00:00","NDVIred650",0.806232877470195,0.906182881732424,391,0.664965986394558
"4","SPC0004","2022-05-27T00:00:00","NDVIred650",0.800299850710054,0.909704610273022,391,0.664965986394558
"5","SPC0005","2022-05-27T00:00:00","NDVIred650",0.817898963362807,0.913331094712871,391,0.664965986394558
"6","SPC0006","2022-05-27T00:00:00","NDVIred650",0.77376900065366,0.870943554374302,391,0.664965986394558
"7","SPC0007","2022-05-27T00:00:00","NDVIred650",0.823511098788576,0.887379505116294,391,0.664965986394558
"8","SPC0008","2022-05-27T00:00:00","NDVIred650",0.810783185345156,0.882193202729459,391,0.664965986394558
"9","SPC0009","2022-05-27T00:00:00","NDVIred650",0.82428903035624,0.894107332466286,391,0.664965986394558
"10","SPC0010","2022-05-27T00:00:00","NDVIred650",0.832427589295314,0.885765597313345,391,0.664965986394558
"11","SPC0011","2022-05-27T00:00:00","NDVIred650",0.793902990039064,0.875601144930193,391,0.664965986394558
"12","SPC0012","2022-05-27T00:00:00","NDVIred650",0.791580577565697,0.885848860132509,391,0.664965986394558
"13","SPC0013","2022-05-27T00:00:00","NDVIred650",0.781491995474233,0.8730600253313,391,0.664965986394558
"14","SPC0014","2022-05-27T00:00:00","NDVIred650",0.737881371802293,0.83681063966438,391,0.664965986394558
"15","SPC0015","2022-05-27T00:00:00","NDVIred650",0.727477528190903,0.836310922318515,391,0.664965986394558
"16","SPC0016","2022-05-27T00:00:00","NDVIred650",0.758072276776254,0.845857585699087,391,0.664965986394558
"17","SPC0017","2022-05-27T00:00:00","NDVIred650",0.735752144439741,0.841693254088557,391,0.664965986394558
"18","SPC0018","2022-05-27T00:00:00","NDVIred650",0.746803901686359,0.849201852201278,391,0.664965986394558
"19","SPC0019","2022-05-27T00:00:00","NDVIred650",0.777440039285091,0.864755036250977,391,0.664965986394558
"20","SPC0020","2022-05-27T00:00:00","NDVIred650",0.770766083303318,0.873676599777624,391,0.664965986394558
"21","SPC0021","2022-05-27T00:00:00","NDVIred650",0.881366158801111,0.888987716928362,391,0.664965986394558
"22","SPC0022","2022-05-27T00:00:00","NDVIred650",0.88366218958012,0.888421151299452,391,0.664965986394558
"23","SPC0023","2022-05-27T00:00:00","NDVIred650",0.895947381177315,0.897050617201741,391,0.664965986394558
"24","SPC0024","2022-05-27T00:00:00","NDVIred650",0.830410439334676,0.826882421834051,391,0.664965986394558
"25","SPC0025","2022-05-27T00:00:00","NDVIred650",0.905317074458135,0.91186600076778,391,0.664965986394558
"26","SPC0026","2022-05-27T00:00:00","NDVIred650",0.861980166974338,0.872335708763604,391,0.664965986394558
"27","SPC0027","2022-05-27T00:00:00","NDVIred650",0.809544895904301,0.863732699307891,391,0.664965986394558
"28","SPC0028","2022-05-27T00:00:00","NDVIred650",0.85918895879152,0.858340637529043,391,0.664965986394558
"29","SPC0029","2022-05-27T00:00:00","NDVIred650",0.848936410115614,0.84882373425672,391,0.664965986394558
"30","SPC0030","2022-05-27T00:00:00","NDVIred650",0.847267199141483,0.854002986708429,391,0.664965986394558
"31","SPC0031","2022-05-27T00:00:00","NDVIred650",0.830163125314702,0.835781587908579,391,0.664965986394558
"32","SPC0032","2022-05-27T00:00:00","NDVIred650",0.845913759227052,0.851091442048852,391,0.664965986394558
"33","SPC0033","2022-05-27T00:00:00","NDVIred650",0.846498255089726,0.851078814266305,391,0.664965986394558
"34","SPC0034","2022-05-27T00:00:00","NDVIred650",0.783616925746623,0.790108459462441,391,0.664965986394558
"35","SPC0035","2022-05-27T00:00:00","NDVIred650",0.783827523511078,0.787135084932738,391,0.664965986394558
"36","SPC0036","2022-05-27T00:00:00","NDVIred650",0.81331120154223,0.805066199049583,391,0.664965986394558
"37","SPC0037","2022-05-27T00:00:00","NDVIred650",0.927173875753434,0.937249172625591,391,0.664965986394558
"38","SPC0038","2022-05-27T00:00:00","NDVIred650",0.941620290882111,0.941553961645134,391,0.664965986394558
"39","SPC0039","2022-05-27T00:00:00","NDVIred650",0.851276880249389,0.852976101564013,391,0.664965986394558
"40","SPC0040","2022-05-27T00:00:00","NDVIred650",0.784799475290797,0.868822846161274,391,0.664965986394558
"41","SPC0041","2022-05-27T00:00:00","NDVIred650",0.895675340443354,0.90770993263309,391,0.664965986394558
"42","SPC0042","2022-05-27T00:00:00","NDVIred650",0.893482003487869,0.893980099167646,391,0.664965986394558
"43","SPC0043","2022-05-27T00:00:00","NDVIred650",0.876915893633037,0.875301834209139,391,0.664965986394558
"44","SPC0044","2022-05-27T00:00:00","NDVIred650",0.895023510227156,0.896301451634706,391,0.664965986394558
"45","SPC0045","2022-05-27T00:00:00","NDVIred650",0.942145908463002,0.938063546810114,391,0.664965986394558
"46","SPC0046","2022-05-27T00:00:00","NDVIred650",0.887918477002222,0.886478768222739,391,0.664965986394558
"47","SPC0047","2022-05-27T00:00:00","NDVIred650",0.931224762848331,0.931880941353142,391,0.664965986394558
"48","SPC0048","2022-05-27T00:00:00","NDVIred650",0.888881445989085,0.886780443336395,391,0.664965986394558
"49","SPC0049","2022-05-27T00:00:00","NDVIred650",0.878058526619596,0.877586037009091,391,0.664965986394558
"50","SPC0050","2022-05-27T00:00:00","NDVIred650",0.805967275018444,0.803589035016035,391,0.664965986394558
"51","SPC0051","2022-05-27T00:00:00","NDVIred650",0.855602700248579,0.851148116270624,391,0.664965986394558
"52","SPC0052","2022-05-27T00:00:00","NDVIred650",0.847357773278751,0.845254879208274,391,0.664965986394558
"53","SPC0053","2022-05-27T00:00:00","NDVIred650",0.807718088249862,0.808040067135997,391,0.664965986394558
"54","SPC0054","2022-05-27T00:00:00","NDVIred650",0.874704866538038,0.876901244694754,391,0.664965986394558
"55","SPC0055","2022-05-27T00:00:00","NDVIred650",0.816851176123917,0.816675309529491,391,0.664965986394558
"56","SPC0056","2022-05-27T00:00:00","NDVIred650",0.846915037239577,0.848984133565057,391,0.664965986394558
"57","SPC0057","2022-05-27T00:00:00","NDVIred650",0.842250716444055,0.853898582806245,391,0.664965986394558
"58","SPC0058","2022-05-27T00:00:00","NDVIred650",0.84812949657371,0.855494284015145,391,0.664965986394558
"59","SPC0059","2022-05-27T00:00:00","NDVIred650",0.872521009351611,0.864037360170549,391,0.664965986394558
"60","SPC0060","2022-05-27T00:00:00","NDVIred650",0.874872878899305,0.901559085754292,391,0.664965986394558
"61","SPC0061","2022-05-27T00:00:00","NDVIred650",0.888691989140519,0.894038877726092,391,0.664965986394558
"62","SPC0062","2022-05-27T00:00:00","NDVIred650",0.853572705729137,0.874886760731041,391,0.664965986394558
"63","SPC0063","2022-05-27T00:00:00","NDVIred650",0.949008149425593,0.967042768104719,391,0.664965986394558
"64","SPC0064","2022-05-27T00:00:00","NDVIred650",0.90172335342319,0.908471077280265,391,0.664965986394558
"65","SPC0065","2022-05-27T00:00:00","NDVIred650",0.913517333090673,0.917551181514008,391,0.664965986394558
"66","SPC0066","2022-05-27T00:00:00","NDVIred650",0.872290864312278,0.8798731349304,391,0.664965986394558
"67","SPC0067","2022-05-27T00:00:00","NDVIred650",0.962911544506219,0.962385251170088,391,0.664965986394558
"68","SPC0068","2022-05-27T00:00:00","NDVIred650",0.912179038548032,0.915055078824801,391,0.664965986394558
"69","SPC0069","2022-05-27T00:00:00","NDVIred650",0.875050366056745,0.869331259351733,391,0.664965986394558
"70","SPC0070","2022-05-27T00:00:00","NDVIred650",0.892381675795376,0.891731046595854,391,0.664965986394558
"71","SPC0071","2022-05-27T00:00:00","NDVIred650",0.892342020288455,0.895189542731283,391,0.664965986394558
"72","SPC0072","2022-05-27T00:00:00","NDVIred650",0.886716737012462,0.889099261062157,391,0.664965986394558
"73","SPC0073","2022-05-27T00:00:00","NDVIred650",0.872374372626093,0.871474755490793,391,0.664965986394558
"74","SPC0074","2022-05-27T00:00:00","NDVIred650",0.885062134175222,0.885833954036891,391,0.664965986394558
"75","SPC0075","2022-05-27T00:00:00","NDVIred650",0.767826182470874,0.771876489221408,391,0.664965986394558
"76","SPC0076","2022-05-27T00:00:00","NDVIred650",0.927559631849344,0.946246561692372,391,0.664965986394558
"77","SPC0077","2022-05-27T00:00:00","NDVIred650",0.822888801909625,0.826754445588302,391,0.664965986394558
"78","SPC0078","2022-05-27T00:00:00","NDVIred650",0.834812888419236,0.837987984864207,391,0.664965986394558
"79","SPC0079","2022-05-27T00:00:00","NDVIred650",0.848168524386576,0.873729012922337,391,0.664965986394558
"80","SPC0080","2022-05-27T00:00:00","NDVIred650",0.745858139442454,0.855779704918374,391,0.664965986394558
"81","SPC0081","2022-05-27T00:00:00","NDVIred650",0.859375469048698,0.88271288740105,391,0.664965986394558
"82","SPC0082","2022-05-27T00:00:00","NDVIred650",0.828095636616233,0.856813514505878,391,0.664965986394558
"83","SPC0083","2022-05-27T00:00:00","NDVIred650",0.831814031463526,0.894782870733358,391,0.664965986394558
"84","SPC0084","2022-05-27T00:00:00","NDVIred650",0.855380956684709,0.87165454128913,391,0.664965986394558
"85","SPC0085","2022-05-27T00:00:00","NDVIred650",0.91352288712523,0.923615244958387,391,0.664965986394558
"86","SPC0086","2022-05-27T00:00:00","NDVIred650",0.863173619678819,0.879976256638468,391,0.664965986394558
"87","SPC0087","2022-05-27T00:00:00","NDVIred650",0.886896873212653,0.900288831719448,391,0.664965986394558
"88","SPC0088","2022-05-27T00:00:00","NDVIred650",0.83131327975001,0.834787820812974,391,0.664965986394558
"89","SPC0089","2022-05-27T00:00:00","NDVIred650",0.900480708796983,0.902029248911003,391,0.664965986394558
"90","SPC0090","2022-05-27T00:00:00","NDVIred650",0.846014345716675,0.847836049245619,391,0.664965986394558
"91","SPC0091","2022-05-27T00:00:00","NDVIred650",0.839500370667711,0.846640939461842,391,0.664965986394558
"92","SPC0092","2022-05-27T00:00:00","NDVIred650",0.822615695059325,0.830077132352365,391,0.664965986394558
"93","SPC0093","2022-05-27T00:00:00","NDVIred650",0.830632994662666,0.841246407181835,391,0.664965986394558
"94","SPC0094","2022-05-27T00:00:00","NDVIred650",0.850793914224391,0.85939897822382,391,0.664965986394558
"95","SPC0095","2022-05-27T00:00:00","NDVIred650",0.743041881032304,0.74887302395755,391,0.664965986394558
"96","SPC0096","2022-05-27T00:00:00","NDVIred650",0.731609379631703,0.762705473335443,391,0.664965986394558
"97","SPC0097","2022-05-27T00:00:00","NDVIred650",0.840024342400312,0.848746051240168,391,0.664965986394558
"98","SPC0098","2022-05-27T00:00:00","NDVIred650",0.790756418594143,0.7966155159625,391,0.664965986394558
"99","SPC0099","2022-05-27T00:00:00","NDVIred650",0.630948831763328,0.728966210490379,391,0.664965986394558
"100","SPC0100","2022-05-27T00:00:00","NDVIred650",0.755455646460848,0.796943074986356,391,0.664965986394558
"101","SPC0101","2022-05-27T00:00:00","NDVIred650",0.872374436271474,0.896711773858594,391,0.664965986394558
"102","SPC0102","2022-05-27T00:00:00","NDVIred650",0.830552921002997,0.833238972821447,391,0.664965986394558
"103","SPC0103","2022-05-27T00:00:00","NDVIred650",0.782153412669763,0.806216911102342,391,0.664965986394558
"104","SPC0104","2022-05-27T00:00:00","NDVIred650",0.915263567293378,0.938777636459923,391,0.664965986394558
"105","SPC0105","2022-05-27T00:00:00","NDVIred650",0.881826211976899,0.885572866538644,391,0.664965986394558
"106","SPC0106","2022-05-27T00:00:00","NDVIred650",0.866865869842481,0.867642725017385,391,0.664965986394558
"107","SPC0107","2022-05-27T00:00:00","NDVIred650",0.877579570885582,0.883043849921496,391,0.664965986394558
"108","SPC0108","2022-05-27T00:00:00","NDVIred650",0.918269207855501,0.918621556548999,391,0.664965986394558
"109","SPC0109","2022-05-27T00:00:00","NDVIred650",0.882028408200293,0.885630313583214,391,0.664965986394558
"110","SPC0110","2022-05-27T00:00:00","NDVIred650",0.858849385379805,0.857392148719103,391,0.664965986394558
"111","SPC0111","2022-05-27T00:00:00","NDVIred650",0.817332879012257,0.819442354084245,391,0.664965986394558
"112","SPC0112","2022-05-27T00:00:00","NDVIred650",0.844896284150152,0.848487507355809,391,0.664965986394558
"113","SPC0113","2022-05-27T00:00:00","NDVIred650",0.809308750150391,0.813651571901071,391,0.664965986394558
"114","SPC0114","2022-05-27T00:00:00","NDVIred650",0.837689058511461,0.847870304187641,391,0.664965986394558
"115","SPC0115","2022-05-27T00:00:00","NDVIred650",0.808654492138489,0.820453432285976,391,0.664965986394558
"116","SPC0116","2022-05-27T00:00:00","NDVIred650",0.902537121799198,0.900344626294789,391,0.664965986394558
"117","SPC0117","2022-05-27T00:00:00","NDVIred650",0.775551045537945,0.777905206533649,391,0.664965986394558
"118","SPC0118","2022-05-27T00:00:00","NDVIred650",0.75994639088922,0.759929907311696,391,0.664965986394558
"119","SPC0119","2022-05-27T00:00:00","NDVIred650",0.735881933178473,0.790043038850442,391,0.664965986394558
"120","SPC0120","2022-05-27T00:00:00","NDVIred650",0.814577124245289,0.868873939372695,391,0.664965986394558
"121","SPC0121","2022-05-27T00:00:00","NDVIred650",0.89728294509884,0.902554190203236,391,0.664965986394558
"122","SPC0122","2022-05-27T00:00:00","NDVIred650",0.851936374283136,0.854298551807445,391,0.664965986394558
"123","SPC0123","2022-05-27T00:00:00","NDVIred650",0.82583593220156,0.840346296604618,391,0.664965986394558
"124","SPC0124","2022-05-27T00:00:00","NDVIred650",0.828899010813191,0.832203537696814,391,0.664965986394558
"125","SPC0125","2022-05-27T00:00:00","NDVIred650",0.83302404123417,0.836873537481635,391,0.664965986394558
"126","SPC0126","2022-05-27T00:00:00","NDVIred650",0.923395855487708,0.92463658326904,391,0.664965986394558
"127","SPC0127","2022-05-27T00:00:00","NDVIred650",0.873247113447499,0.873163316639045,391,0.664965986394558
"128","SPC0128","2022-05-27T00:00:00","NDVIred650",0.883791350125489,0.885784585342666,391,0.664965986394558
"129","SPC0129","2022-05-27T00:00:00","NDVIred650",0.956484293317502,0.959707149296981,391,0.664965986394558
"130","SPC0130","2022-05-27T00:00:00","NDVIred650",0.899368317807917,0.902786788545072,391,0.664965986394558
"131","SPC0131","2022-05-27T00:00:00","NDVIred650",0.828311936567103,0.831063205126609,391,0.664965986394558
"132","SPC0132","2022-05-27T00:00:00","NDVIred650",0.81371020931669,0.824830481764203,391,0.664965986394558
"133","SPC0133","2022-05-27T00:00:00","NDVIred650",0.821442315374135,0.824407419678925,391,0.664965986394558
"134","SPC0134","2022-05-27T00:00:00","NDVIred650",0.818231933540768,0.820323442443667,391,0.664965986394558
"135","SPC0135","2022-05-27T00:00:00","NDVIred650",0.786971164525656,0.792254533570898,391,0.664965986394558
"136","SPC0136","2022-05-27T00:00:00","NDVIred650",0.848061204031261,0.847273039359849,391,0.664965986394558
"137","SPC0137","2022-05-27T00:00:00","NDVIred650",0.783796839112289,0.794617535437943,391,0.664965986394558
"138","SPC0138","2022-05-27T00:00:00","NDVIred650",0.794771220951736,0.792609927470464,391,0.664965986394558
"139","SPC0139","2022-05-27T00:00:00","NDVIred650",0.842626434497477,0.842497246224288,391,0.664965986394558
"140","SPC0140","2022-05-27T00:00:00","NDVIred650",0.873130698234393,0.887682787018971,391,0.664965986394558
"141","SPC0141","2022-05-27T00:00:00","NDVIred650",0.832505330571033,0.839871068179203,391,0.664965986394558
"142","SPC0142","2022-05-27T00:00:00","NDVIred650",0.814128101704027,0.811312670941432,391,0.664965986394558
"143","SPC0143","2022-05-27T00:00:00","NDVIred650",0.835669589547453,0.837317444386702,391,0.664965986394558
"144","SPC0144","2022-05-27T00:00:00","NDVIred650",0.828392277185696,0.83600558973732,391,0.664965986394558
"145","SPC0145","2022-05-27T00:00:00","NDVIred650",0.890355699728728,0.893241226059451,391,0.664965986394558
